StopId,Zone,Street,Importance,Lng,Lat
1239,Huyện Hóc Môn,Quốc lộ 22,2593271,106.613522,10.845187
1115,Quận 12,Quốc lộ 22,2588447,106.613517,10.845803
1393,Huyện Hóc Môn,Quốc lộ 22,2573424,106.608152,10.853595
1152,Quận 12,Quốc lộ 22,2528083,106.607863,10.85466
510,Quận Tân Bình,Hoàng Văn Thụ,2227645,106.655198,10.79472
271,Quận Tân Bình,Trường Chinh,2219404,106.630254,10.822452
174,Quận Tân Phú,Trường Chinh,2071134,106.629825,10.822315
272,Quận 12,Trường Chinh,2066354,106.625828,10.826957
1234,Huyện Hóc Môn,Quốc lộ 22,2045172,106.603324,10.860602
1235,Huyện Hóc Môn,Quốc lộ 22,2045172,106.598904,10.866919
1155,Huyện Hóc Môn,Quốc lộ 22,2025118,106.599349,10.866782
1156,Huyện Hóc Môn,Quốc lộ 22,2025118,106.602697,10.862014
169,Quận 12,Trường Chinh,1944968,106.62586,10.82624
1451,Quận 1,Nguyễn Thái Học,1829246,106.694984,10.768461
440,Quận 5,Hồng Bàng,1725460,106.664683,10.755671
27,Quận 1,Trần Hưng Đạo,1703189,106.695847,10.768327
1301,Quận Tân Bình,Trường Chinh,1702120,106.647747,10.796053
1256,Quận 1,Hàm Nghi,1697063,106.701998,10.770811
464,Quận 5,Hồng Bàng,1671790,106.652334,10.753331
7265,Quận 1,Hàm Nghi,1635503,106.700259,10.770911
421,Quận Bình Thạnh,Điện Biên Phủ,1607573,106.714856,10.801228
1302,Quận Tân Bình,Trường Chinh,1599676,106.635629,10.804732
166,Quận 12,Quốc lộ 22,1594335,106.61337280273438,10.843737602233887
273,Quận 12,Trường Chinh,1591385,106.624594,10.828627
275,Quận 12,Trường Chinh,1591385,106.620614,10.834781
277,Quận 12,Trường Chinh,1591385,106.618398,10.838222
626,Quận 6,Hồng Bàng,1585260,106.635574,10.754732
437,Quận 5,Hồng Bàng,1553920,106.659232,10.754553
620,Quận 11,Hồng Bàng,1544740,106.64926,10.753689
622,Quận 11,Hồng Bàng,1544740,106.646787,10.753952
624,Quận 11,Hồng Bàng,1544740,106.644368,10.754232
721,Quận 6,Hồng Bàng,1529849,106.644003,10.754021
722,Quận 6,Hồng Bàng,1529849,106.647323,10.753647
723,Quận 6,Hồng Bàng,1529849,106.645955,10.753789
434,Quận 5,Hồng Bàng,1514853,106.661072,10.755196
1874,Quận Bình Thạnh,Điện Biên Phủ,1509620,106.701654,10.795089
623,Quận 11,Hồng Bàng,1508380,106.639089,10.754748
1395,Huyện Hóc Môn,Quốc lộ 22,1506788,106.587263,10.883308
719,Quận 6,Hồng Bàng,1488226,106.641245,10.754295
724,Quận 6,Hồng Bàng,1488226,106.637995,10.754548
439,Quận 5,Hồng Bàng,1485716,106.663191,10.75536
436,Quận 5,Hồng Bàng,1481895,106.659501,10.754875
258,Quận Tân Bình,Trần Quốc Hoàn,1481741,106.662312,10.801365
167,Quận 12,Trường Chinh,1476509,106.617347,10.838891
172,Quận 12,Trường Chinh,1476509,106.620212,10.834497
1303,Huyện Hóc Môn,Quốc lộ 22,1457034,106.586732,10.884615
420,Quận Bình Thạnh,Điện Biên Phủ,1454089,106.717227,10.800274
32,Quận 1,Hàm Nghi,1453683,106.704074,10.770722
419,Quận Bình Thạnh,Điện Biên Phủ,1432794,106.719571,10.798893
412,Quận Thủ Đức,Xa Lộ Hà Nội,1407537,106.759998,10.825366
414,Quận Thủ Đức,Xa Lộ Hà Nội,1407537,106.758142,10.820576
3176,Quận 3,Võ Thị Sáu,1399170,106.690918,10.786916
417,Quận 2,Xa Lộ Hà Nội,1398820,106.738762,10.801309
418,Quận 2,Xa Lộ Hà Nội,1398820,106.73436,10.800451
415,Quận 2,Xa Lộ Hà Nội,1394460,106.747948,10.802925
416,Quận 2,Xa Lộ Hà Nội,1394460,106.7434,10.802134
476,Quận Bình Thạnh,Điện Biên Phủ,1388875,106.714255,10.800827
473,Quận Bình Thạnh,Điện Biên Phủ,1380178,106.717404,10.799531
475,Quận Bình Thạnh,Điện Biên Phủ,1380178,106.719496,10.798525
713,Quận Bình Tân,Kinh Dương Vương,1336080,106.61687,10.739665
630,Quận Bình Tân,Kinh Dương Vương,1314217,106.616392,10.739675
470,Quận 5,Hồng Bàng,1303822,106.656749,10.754111
410,Quận Thủ Đức,Xa Lộ Hà Nội,1282130,106.765244,10.834945
413,Quận Thủ Đức,Xa Lộ Hà Nội,1282130,106.763195,10.831214
7617,Huyện Củ Chi,Quốc lộ 22,1275353,106.482453,10.970495
481,Quận 9,Xa Lộ Hà Nội,1265919,106.760775,10.825972
482,Quận 9,Xa Lộ Hà Nội,1265919,106.758394,10.819206
267,Quận Tân Bình,Trường Chinh,1264565,106.633349,10.812204
478,Quận 2,Xa Lộ Hà Nội,1252842,106.738899,10.800838
479,Quận 2,Xa Lộ Hà Nội,1252842,106.748089,10.802592
480,Quận 2,Xa Lộ Hà Nội,1252842,106.742928,10.801584
435,Quận 5,Hồng Bàng,1236876,106.657934,10.75458
438,Quận 5,Hồng Bàng,1236876,106.65552,10.754158
1396,Quận 1,Cách Mạng Tháng Tám,1223064,106.691499,10.772345
175,Quận Tân Phú,Trường Chinh,1207326,106.632748,10.812878
709,Quận Bình Tân,Kinh Dương Vương,1200515,106.607605,10.72832
710,Quận Bình Tân,Kinh Dương Vương,1200515,106.61298,10.734278
714,Quận Bình Tân,Kinh Dương Vương,1200515,106.610255,10.729977
716,Quận Bình Tân,Kinh Dương Vương,1200515,106.614906,10.737541
911,Quận Tân Bình,Phan Đình Giót,1172411,106.664909,10.803641
485,Quận 9,Xa Lộ Hà Nội,1138650,106.76312,10.829955
3404,Quận Bình Tân,"Tỉnh lộ 10,Tân Tạo, Hồ Chí Minh, Việt Nam",1136283,106.604538,10.755135
999,Quận Tân Bình,Trần Quốc Hoàn,1136108,106.663925,10.803644
2028,Quận 1,Hàm Nghi,1124759,106.701853,10.771043
433,Quận 5,Hồng Bàng,1124461,106.664511,10.755897
1010,Quận 5,Hồng Bàng,1115991,106.652559,10.753657
1920,Quận 3,Điện Biên Phủ,1110639,106.692375,10.784965
1401,Quận 1,Nguyễn Thị Nghĩa,1107930,106.693588,10.770854
432,Quận 5,Nguyễn Tri Phương,1095077,106.669613,10.757151
859,Quận 7,Nguyễn Văn Linh,1081353,106.723927,10.752424
1379,Quận 1,Nguyễn Thái Học,1072952,106.696612,10.766253
187,Quận Tân Bình,Hoàng Văn Thụ,1070679,106.663578,10.800469
855,Quận 4,Nguyễn Tất Thành,1070657,106.70763,10.76385
857,Quận 4,Nguyễn Tất Thành,1070657,106.70932,10.7618
858,Quận 4,Nguyễn Tất Thành,1070657,106.713359,10.759423
860,Quận 4,Nguyễn Tất Thành,1070657,106.715977,10.7579
1304,Huyện Hóc Môn,Quốc lộ 22,1065143,106.567812,10.911664
1305,Huyện Hóc Môn,Quốc lộ 22,1065143,106.576191,10.899733
1306,Huyện Củ Chi,Quốc lộ 22,1065143,106.540335,10.939433
1307,Huyện Củ Chi,Quốc lộ 22,1065143,106.553714,10.931343
1309,Huyện Củ Chi,Quốc lộ 22,1065143,106.524635,10.947133
3639,Huyện Củ Chi,Quốc lộ 22,1065143,106.55711,10.926929
3648,Huyện Củ Chi,Quốc lộ 22,1065143,106.501617,10.961317
1297,Quận 1,Cách Mạng Tháng Tám,1046297,106.690813,10.773046
140,Quận Bình Tân,Kinh Dương Vương,1040473,106.623162,10.744919
4149,Quận Bình Tân,Kinh Dương Vương,1040473,106.62136,10.743396
1392,Quận Tân Bình,Trường Chinh,1037048,106.646218,10.796606
1384,Huyện Củ Chi,Quốc lộ 22,1035238,106.540223,10.93918
1389,Huyện Hóc Môn,Quốc lộ 22,1035238,106.567576,10.911485
1390,Huyện Hóc Môn,Quốc lộ 22,1035238,106.575891,10.899638
3654,Huyện Củ Chi,Quốc lộ 22,1035238,106.522923,10.947954
3658,Huyện Củ Chi,Quốc lộ 22,1035238,106.552808,10.931917
3660,Huyện Củ Chi,Quốc lộ 22,1035238,106.557201,10.926381
7135,Huyện Củ Chi,Quốc lộ 22,1035238,106.503161,10.9602
847,Quận 4,Nguyễn Tất Thành,1032048,106.713241,10.759771
848,Quận 4,Nguyễn Tất Thành,1032048,106.7155,10.758443
849,Quận 4,Nguyễn Tất Thành,1032048,106.707941,10.763744
850,Quận 4,Nguyễn Tất Thành,1032048,106.710194,10.761557
851,Quận 4,Hoàng Diệu,1032048,106.704031,10.763744
852,Quận 4,Hoàng Diệu,1032048,106.706471,10.764983
996,Quận Tân Bình,Cách Mạng Tháng Tám,1031872,106.654131,10.792391
1003,Quận 10,Cách Mạng Tháng Tám,1031872,106.665777,10.786236
731,Quận 3,Điện Biên Phủ,1025007,106.684145,10.777009
1913,Quận 3,Điện Biên Phủ,1025007,106.685471,10.778255
1917,Quận 3,Điện Biên Phủ,1025007,106.687621,10.780286
117,Quận Bình Tân,Kinh Dương Vương,1024190,106.622475,10.744746
506,Quận 10,Lý Thường Kiệt,1010536,106.657698,10.772603
507,Quận Tân Bình,Lý Thường Kiệt,1010536,106.655912,10.7788
508,Quận Tân Bình,Lý Thường Kiệt,1010536,106.653786,10.786222
509,Quận Tân Bình,Lý Thường Kiệt,1010536,106.653076,10.788689
548,Quận Tân Bình,Lý Thường Kiệt,1010536,106.65529,10.781072
89,Quận 3,Nguyễn Thị Minh Khai,1002892,106.683657,10.767723
1111,Quận Thủ Đức,Xa Lộ Hà Nội,1002715,106.77063,10.844297
1112,Quận Thủ Đức,Xa Lộ Hà Nội,1002715,106.768607,10.840745
1113,Quận Thủ Đức,Xa Lộ Hà Nội,1002715,106.77299,10.84828
607,Quận Tân Bình,Lý Thường Kiệt,1002071,106.653584,10.786131
609,Quận Tân Bình,Lý Thường Kiệt,1002071,106.655609,10.779233
610,Quận Tân Bình,Lý Thường Kiệt,1002071,106.654571,10.782695
1915,Quận 1,Điện Biên Phủ,995803,106.694313,10.786934
1924,Quận 1,Điện Biên Phủ,995803,106.696783,10.789477
35,Quận 1,Lê Lai,992774,106.689362,10.767676
603,Quận Tân Bình,Xuân Hồng,988783,106.654066,10.796032
606,Quận Tân Bình,Xuân Hồng,988783,106.652184,10.794256
1394,Quận 10,Cách Mạng Tháng Tám,981192,106.680706,10.778205
1399,Quận 10,Cách Mạng Tháng Tám,981192,106.675063,10.78124
613,Quận 11,Lý Thường Kiệt,979268,106.658295,10.769639
614,Quận 11,Lý Thường Kiệt,979268,106.659363,10.765792
505,Quận 10,Lý Thường Kiệt,978979,106.658524,10.769652
546,Quận 10,Lý Thường Kiệt,978979,106.659763,10.76523
611,Quận 11,Lý Thường Kiệt,968264,106.657829,10.771331
843,Quận 7,Nguyễn Văn Linh,944159,106.727414,10.752498
270,Quận Tân Bình,Trường Chinh,928873,106.631461,10.818332
908,Quận Tân Bình,Cách Mạng Tháng Tám,928833,106.653991,10.792649
366,Quận Bình Thạnh,Bạch Đằng,923465,106.710511,10.802793
8,Quận 5,Lê Quang Sung,921362,106.6525650024414,10.751253128051758
615,Quận 11,Lý Thường Kiệt,920498,106.660484,10.761718
627,Quận 6,Kinh Dương Vương,916637,106.633365,10.753346
628,Quận 6,Kinh Dương Vương,916637,106.63089,10.751475
629,Quận 6,Kinh Dương Vương,916637,106.628435,10.749589
1386,Quận 6,Kinh Dương Vương,916637,106.624525,10.746384
232,Quận Phú Nhuận,Hoàng Văn Thụ,909715,106.679354,10.799088
92,Quận 3,Điện Biên Phủ,907799,106.67738,10.771164
1909,Quận 3,Điện Biên Phủ,907799,106.675224,10.768703
1911,Quận 3,Điện Biên Phủ,907799,106.67981,10.773248
1912,Quận 3,Điện Biên Phủ,907799,106.68145,10.774641
1358,Quận 7,Huỳnh Tấn Phát,907141,106.737016,10.711002
1360,Quận 7,Huỳnh Tấn Phát,907141,106.737152,10.708958
1362,Quận 7,Huỳnh Tấn Phát,907141,106.736904,10.712974
1366,Quận 7,Huỳnh Tấn Phát,907141,106.737427,10.705626
732,Huyện Củ Chi,Quốc lộ 22,900833,106.482099,10.971617
1363,Quận 7,Huỳnh Tấn Phát,898523,106.737381,10.708926
1364,Quận 7,Huỳnh Tấn Phát,898523,106.737649,10.705547
1365,Quận 7,Huỳnh Tấn Phát,898523,106.737177,10.712795
1367,Quận 7,Huỳnh Tấn Phát,898523,106.737242,10.711134
715,Quận 6,Kinh Dương Vương,887981,106.627963,10.748914
718,Quận 6,Kinh Dương Vương,887981,106.626257,10.747549
720,Quận 6,Kinh Dương Vương,887981,106.630914,10.751217
2293,Quận Tân Bình,Trường Chinh,881316,106.637517,10.801275
1025,Quận 9,Xa Lộ Hà Nội,880757,106.76666,10.836162
1026,Quận 9,Xa Lộ Hà Nội,880757,106.77079,10.843834
1028,Quận 9,Xa Lộ Hà Nội,880757,106.772974,10.847142
1030,Quận 9,Xa Lộ Hà Nội,880757,106.769074,10.840466
1298,Quận 3,Cách Mạng Tháng Tám,879285,106.676345,10.780703
1299,Quận 3,Cách Mạng Tháng Tám,879285,106.680481,10.778516
1300,Quận 3,Cách Mạng Tháng Tám,879285,106.66693,10.785814
259,Quận Tân Bình,Cộng Hòa,877192,106.659168,10.801038
262,Quận Tân Bình,Cộng Hòa,877192,106.651127,10.801728
263,Quận Tân Bình,Cộng Hòa,877192,106.646953,10.802102
265,Quận Tân Bình,Cộng Hòa,877192,106.640967,10.802571
266,Quận Tân Bình,Cộng Hòa,877192,106.636192,10.806313
173,Quận Tân Phú,Trường Chinh,871634,106.630615,10.819386
176,Quận Tân Phú,Trường Chinh,871634,106.631472,10.817114
937,Quận 12,Quốc lộ 1A,869845,106.671882,10.861577
938,Quận 12,Quốc lộ 1A,869845,106.674446,10.861619
944,Quận 12,Quốc lộ 1A,869845,106.678078,10.861472
178,Quận Tân Bình,Cộng Hòa,866016,106.636055,10.806144
179,Quận Tân Bình,Cộng Hòa,866016,106.644292,10.802055
181,Quận Tân Bình,Cộng Hòa,866016,106.640253,10.802371
182,Quận Tân Bình,Cộng Hòa,866016,106.653637,10.801254
183,Quận Tân Bình,Cộng Hòa,866016,106.650413,10.801544
184,Quận Tân Bình,Cộng Hòa,866016,106.658819,10.800833
1400,Quận 3,Cách Mạng Tháng Tám,863984,106.684338,10.776202
708,Quận Bình Tân,Kinh Dương Vương,857499,106.602337,10.724317
712,Quận Bình Tân,Kinh Dương Vương,857499,106.605191,10.726583
385,Quận 10,Hùng Vương,855115,106.680443,10.764877
2122,Quận 7,Huỳnh Tấn Phát,854845,106.728428,10.75166
2123,Quận 7,Huỳnh Tấn Phát,854845,106.728643,10.749151
2124,Quận 7,Huỳnh Tấn Phát,854845,106.729485,10.742901
2125,Quận 7,Huỳnh Tấn Phát,854845,106.729163,10.745061
2126,Quận 7,Huỳnh Tấn Phát,854845,106.729876,10.740381
86,Quận 1,Nguyễn Trãi,852676,106.688591,10.767692
7274,Quận 1,Lê Lai,848790,106.693495,10.769952
7275,Quận 1,Lê Lai,848790,106.690469,10.768761
1185,Huyện Củ Chi,"Tỉnh lộ 8, Củ Chi",847789,106.578176,10.984251
2185,Quận 7,Huỳnh Tấn Phát,846446,106.729796,10.742621
2187,Quận 7,Huỳnh Tấn Phát,846446,106.72941,10.745077
2188,Quận 7,Huỳnh Tấn Phát,846446,106.72868,10.751892
2189,Quận 7,Huỳnh Tấn Phát,846446,106.730188,10.739944
2190,Quận 7,Huỳnh Tấn Phát,846446,106.728868,10.749441
717,Quận 6,Kinh Dương Vương,838816,106.633542,10.75322
2405,Quận 1,Phạm Viết Chánh,836727,106.6828,10.76602
387,Quận 10,Hùng Vương,836695,106.676967,10.762606
441,Quận 5,Nguyễn Tri Phương,836422,106.66928,10.758706
1788,Quận Bình Tân,Quốc lộ 1A,835438,106.590683,10.762401
1789,Quận Bình Tân,Quốc lộ 1A,835438,106.590935,10.768545
1791,Quận Bình Tân,Quốc lộ 1A,835438,106.591492,10.758026
1296,Quận 3,Cách Mạng Tháng Tám,833315,106.684467,10.776461
299,Quận Bình Thạnh,Xô Viết Nghệ Tĩnh,828937,106.711509,10.803262
302,Quận Bình Thạnh,Xô Viết Nghệ Tĩnh,828937,106.711965,10.808831
164,Quận 1,Cống Quỳnh,827437,106.687653,10.766863
285,Quận 10,Ngô Gia Tự,826030,106.669511,10.760582
286,Quận 10,Ngô Gia Tự,826030,106.671093,10.762933
2675,Quận 12,Quốc lộ 1A,821366,106.634679,10.853806
2676,Quận 12,Quốc lộ 1A,821366,106.639832,10.856667
2677,Quận 12,Quốc lộ 1A,821366,106.632347,10.852583
2678,Quận 12,Quốc lộ 1A,821366,106.644233,10.858953
2680,Quận 12,Quốc lộ 1A,821366,106.647781,10.86097
3811,Huyện Hóc Môn,Quốc lộ 1A,821366,106.642284,10.858011
631,Quận Bình Tân,Kinh Dương Vương,819017,106.613144,10.735138
632,Quận Bình Tân,Kinh Dương Vương,819017,106.611028,10.731674
633,Quận Bình Tân,Kinh Dương Vương,819017,106.608276,10.729014
1495,Quận 9,Lê Văn Việt,817845,106.780563,10.84486
1502,Quận 9,Lê Văn Việt,817845,106.775032,10.848192
1504,Quận 9,Lê Văn Việt,817845,106.778124,10.846262
496,Quận 8,Quốc lộ 50,814498,106.656357,10.733545
2127,Quận 7,Huỳnh Tấn Phát,809205,106.731652,10.731337
2128,Quận 7,Huỳnh Tấn Phát,809205,106.732677,10.728433
2130,Quận 7,Huỳnh Tấn Phát,809205,106.730434,10.736803
2131,Quận 7,Huỳnh Tấn Phát,809205,106.735412,10.722836
2132,Quận 7,Huỳnh Tấn Phát,809205,106.734302,10.724986
2133,Quận 7,Huỳnh Tấn Phát,809205,106.736593,10.71884
2134,Quận 7,Huỳnh Tấn Phát,809205,106.736813,10.714782
2135,Quận 7,Huỳnh Tấn Phát,809205,106.736378,10.720833
2136,Quận 7,Huỳnh Tấn Phát,809205,106.736732,10.7166
2175,Quận 7,Huỳnh Tấn Phát,809048,106.737081,10.714624
2178,Quận 7,Huỳnh Tấn Phát,809048,106.736974,10.716732
2179,Quận 7,Huỳnh Tấn Phát,809048,106.736882,10.718656
2180,Quận 7,Huỳnh Tấn Phát,809048,106.73656,10.721054
2181,Quận 7,Huỳnh Tấn Phát,809048,106.735525,10.723141
2182,Quận 7,Huỳnh Tấn Phát,809048,106.734554,10.725028
2183,Quận 7,Huỳnh Tấn Phát,809048,106.731834,10.731727
2184,Quận 7,Huỳnh Tấn Phát,809048,106.730681,10.736639
119,Quận Bình Tân,Kinh Dương Vương,807721,106.618468,10.741035
976,Quận 12,Quốc lộ 1A,807367,106.674564,10.861967
933,Quận 12,Quốc lộ 1A,806003,106.657127,10.861651
936,Quận 12,Quốc lộ 1A,806003,106.662247,10.861335
942,Quận 12,Quốc lộ 1A,806003,106.666458,10.861503
1196,Quận 4,Hoàng Diệu,802968,106.699836,10.760735
2381,Quận Bình Tân,"Tỉnh lộ 10,Tân Tạo, Hồ Chí Minh, Việt Nam",801201,106.594154,10.755855
2382,Quận Bình Tân,"Tỉnh lộ 10,Tân Tạo, Hồ Chí Minh, Việt Nam",801201,106.598061,10.75497
2383,Quận Bình Tân,"Tỉnh lộ 10,Tân Tạo, Hồ Chí Minh, Việt Nam",801201,106.60199,10.754559
3667,Huyện Cần Giờ,Rừng Sác,794653,106.824633,10.575572
3669,Huyện Cần Giờ,Rừng Sác,794653,106.828276,10.561445
3682,Huyện Cần Giờ,Rừng Sác,794653,106.824934,10.575751
3684,Huyện Cần Giờ,Rừng Sác,794653,106.828694,10.56135
4150,Quận Bình Tân,Kinh Dương Vương,788409,106.618377,10.741383
465,Quận 5,An Dương Vương,787050,106.670492,10.756714
3182,Quận 5,Hùng Vương,784211,106.670809,10.758559
31,Quận 1,Tôn Đức Thắng,781033,106.706654,10.774094
1536,Quận 9,Lê Văn Việt,780557,106.780377,10.845176
1538,Quận 9,Lê Văn Việt,780557,106.775045,10.848411
1539,Quận 9,Lê Văn Việt,780557,106.777512,10.846799
725,Quận Bình Tân,Kinh Dương Vương,771153,106.618317,10.740705
1055,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.73817,10.701088
1058,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.739666,10.695869
1060,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.743314,10.686992
1061,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.740546,10.69345
1062,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.746764,10.682021
1063,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.741694,10.690113
1064,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.753196,10.6784
1065,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.74538,10.683998
1066,Huyện Nhà Bè,Huỳnh Tấn Phát,770678,106.750803,10.679275
1907,Quận 10,Ngô Gia Tự,766296,106.672826,10.765404
1157,Huyện Hóc Môn,Quốc lộ 22,765392,106.591748,10.877482
1158,Huyện Hóc Môn,Quốc lộ 22,765392,106.597075,10.870075
1160,Huyện Hóc Môn,Quốc lộ 22,765392,106.596147,10.871397
4592,Huyện Hóc Môn,Quốc lộ 22,765392,106.593424,10.875093
1141,Huyện Nhà Bè,Huỳnh Tấn Phát,763617,106.75071,10.679507
1142,Huyện Nhà Bè,Huỳnh Tấn Phát,763617,106.745476,10.684125
1143,Huyện Nhà Bè,Huỳnh Tấn Phát,763617,106.746994,10.681985
1144,Huyện Nhà Bè,Huỳnh Tấn Phát,763617,106.743202,10.687393
1145,Huyện Nhà Bè,Huỳnh Tấn Phát,763617,106.741909,10.68996
1146,Huyện Nhà Bè,Huỳnh Tấn Phát,763617,106.740723,10.693397
393,Quận 11,Nguyễn Chí Thanh,762807,106.660828,10.758364
422,Quận Bình Thạnh,Phan Đăng Lưu,761639,106.695153,10.802666
727,Quận 3,Võ Thị Sáu,755919,106.686242,10.782294
301,Quận Bình Thạnh,Quốc lộ 13,748579,106.71241,10.810791
932,Quận 12,Quốc lộ 1A,746591,106.651199,10.861881
935,Quận 12,Quốc lộ 1A,746591,106.654053,10.861808
95,Quận 10,Đường 3/2,745826,106.676951,10.773457
568,Quận 10,Đường 3/2,745826,106.680771,10.777162
1161,Huyện Hóc Môn,Bà Triệu,744450,106.596238,10.887902
1162,Huyện Hóc Môn,Bà Triệu,744450,106.594098,10.88226
1164,Huyện Hóc Môn,Bà Triệu,744450,106.595213,10.884952
4586,Huyện Hóc Môn,Bà Triệu,744450,106.591845,10.878077
2491,Quận 3,Võ Thị Sáu,743313,106.687514,10.783533
1092,Quận 1,Tôn Đức Thắng,739784,106.707115,10.777367
1093,Quận 1,Tôn Đức Thắng,739784,106.707818,10.779949
1094,Quận 1,Tôn Đức Thắng,739784,106.706922,10.781804
2775,Quận 12,Quốc lộ 1A,736346,106.648536,10.861767
2776,Quận 12,Quốc lộ 1A,736346,106.645682,10.860302
2777,Quận 12,Quốc lộ 1A,736346,106.640918,10.857668
2778,Quận 12,Quốc lộ 1A,736346,106.638172,10.856256
2779,Quận 12,Quốc lộ 1A,736346,106.636165,10.855055
2780,Quận 12,Quốc lộ 1A,736346,106.630935,10.852242
2781,Quận 12,Quốc lộ 1A,736346,106.632469,10.853048
1250,Quận 4,Khánh Hội,735199,106.699315,10.758727
1251,Quận 7,Nguyễn Hữu Thọ,735199,106.702266,10.746832
1253,Quận 4,Hoàng Diệu,735199,106.699321,10.760082
4424,Quận 4,Khánh Hội,735199,106.700705,10.756867
571,Quận 10,Nguyễn Tri Phương,732963,106.668488,10.761049
1344,Quận 1,Nguyễn Thái Học,732095,106.696011,10.766785
1199,Quận 7,Nguyễn Hữu Thọ,728368,106.700946,10.741198
1201,Quận 7,Nguyễn Hữu Thọ,728368,106.701472,10.744134
1194,Quận 4,Khánh Hội,723915,106.698972,10.758864
1197,Quận 7,Nguyễn Hữu Thọ,723915,106.70203,10.747496
1198,Quận 4,Khánh Hội,723915,106.700817,10.756414
1150,Huyện Nhà Bè,Huỳnh Tấn Phát,723097,106.740026,10.695332
1963,Quận Bình Tân,Mã Lò,720997,106.603239,10.768097
1966,Quận Bình Tân,Mã Lò,720997,106.602053,10.771929
1968,Quận Bình Tân,Mã Lò,720997,106.601313,10.77479
